"","rank","population","region","subregion","country","iso_code","date","total_vaccinations","people_vaccinated","people_fully_vaccinated","daily_vaccinations_raw","daily_vaccinations","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","daily_vaccinations_per_million","vaccines","source_name","source_website","dummydelete","max","digits"
"7552",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-03-04,41318,26163,15155,666,960,122.64,77.66,44.98,28494,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7553",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-03-05,42548,27145,15403,1230,951,126.29,80.57,45.72,28227,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7554",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-03-06,43712,28140,15572,1164,986,129.74,83.52,46.22,29266,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7555",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-03-07,43712,28140,15572,0,986,129.74,83.52,46.22,29266,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7556",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-03-08,44240,28431,15809,528,883,131.31,84.39,46.92,26209,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7557",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-03-09,44894,28932,15962,654,796,133.25,85.87,47.38,23626,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7558",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-03-10,44894,28932,15962,0,606,133.25,85.87,47.38,17987,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7559",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-03-11,45488,28971,16517,594,596,135.02,85.99,49.02,17690,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7560",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-03-12,46136,29610,16526,648,513,136.94,87.89,49.05,15227,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7561",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-03-13,46136,29610,16526,0,346,136.94,87.89,49.05,10270,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7562",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-03-14,47210,29631,17579,1074,500,140.13,87.95,52.18,14841,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7563",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-03-15,48296,29667,18629,1086,579,143.35,88.06,55.29,17186,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7564",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-03-16,49328,29749,19579,1032,633,146.41,88.3,58.11,18788,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7565",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-03-17,49981,29834,20147,653,727,148.35,88.55,59.8,21578,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7566",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-03-18,51163,29913,21250,1182,811,151.86,88.79,63.07,24072,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7567",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-03-19,52331,30038,22293,1168,885,155.33,89.16,66.17,26268,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7568",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-03-20,53171,30119,23052,840,1005,157.82,89.4,68.42,29830,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7569",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-03-21,53171,30119,23052,0,852,157.82,89.4,68.42,25289,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7570",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-03-22,53861,30170,23691,690,795,159.87,89.55,70.32,23597,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7571",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-03-23,54587,30232,24355,726,751,162.02,89.73,72.29,22291,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7572",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-03-24,55877,30671,25206,1290,842,165.85,91.04,74.82,24992,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7573",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-03-25,56536,30800,25736,659,768,167.81,91.42,76.39,22795,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7574",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-03-26,57646,30944,26702,1110,759,171.1,91.85,79.26,22528,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7575",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-03-27,58756,31094,27662,1110,798,174.4,92.29,82.11,23686,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7576",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-03-29,59050,31098,27952,NA,741,175.27,92.3,82.97,21994,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7577",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-03-30,59698,31206,28492,648,730,177.19,92.62,84.57,21668,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7578",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-03-31,60265,31739,28526,567,627,178.88,94.21,84.67,18610,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7579",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-04-01,60907,32293,28614,642,624,180.78,95.85,84.93,18521,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7580",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-04-07,62341,32895,29446,NA,297,185.04,97.64,87.4,8815,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7581",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-04-09,63017,33457,29560,NA,267,187.04,99.31,87.74,7925,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7582",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-04-10,63671,33979,29692,654,327,188.99,100.85,88.13,9706,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7583",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-04-11,64319,34529,29790,648,385,190.91,102.49,88.42,11427,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7584",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-04-12,64931,35084,29847,612,438,192.73,104.13,88.59,13001,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7585",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-04-13,66209,35825,30384,1278,587,196.52,106.33,90.18,17423,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7586",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-04-15,66232,35830,30402,NA,508,196.59,106.35,90.24,15078,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7587",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-04-18,66712,35901,30811,NA,342,198.01,106.56,91.45,10151,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7588",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-04-21,67366,35912,31454,NA,164,199.95,106.59,93.36,4868,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7589",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-04-22,67972,35973,31999,606,249,201.75,106.77,94.98,7391,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7590",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-04-26,68752,36724,32028,NA,260,204.07,109,95.06,7717,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7591",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-04-27,69532,37478,32054,780,341,206.38,111.24,95.14,10121,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7592",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-04-29,70334,37496,32838,NA,337,208.76,111.29,97.47,10003,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7593",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-04-30,71114,37504,33611,780,421,211.08,111.32,99.76,12496,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7594",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-05-04,71894,37614,34280,NA,337,213.39,111.64,101.75,10003,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7595",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-05-05,72674,37988,34686,780,392,215.71,112.75,102.95,11635,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7596",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-05-06,73476,38454,35022,802,449,218.09,114.14,103.95,13327,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7597",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-05-07,74256,38727,35529,780,449,220.4,114.95,105.46,13327,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7598",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-05-13,74461,38905,35556,NA,141,221.01,115.48,105.54,4185,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7599",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-05-18,75181,38923,36258,NA,113,223.15,115.53,107.62,3354,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7600",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-05-19,75961,38953,37008,780,219,225.46,115.62,109.85,6500,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7601",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-05-22,76189,38990,37199,NA,206,226.14,115.73,110.41,6114,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7602",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-05-27,76711,39033,37678,NA,96,227.69,115.86,111.83,2849,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7603",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-05-28,77231,39060,38171,520,160,229.23,115.94,113.3,4749,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7604",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-05-29,77519,39080,38439,288,190,230.09,116,114.09,5639,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7605",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-06-02,77717,39098,38619,NA,159,230.68,116.05,114.63,4719,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7606",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-06-08,77753,39118,38635,NA,12,230.78,116.11,114.67,356,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7607",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-06-12,77831,39133,38698,NA,14,231.01,116.15,114.86,416,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7608",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-06-21,77969,39174,38795,NA,15,231.42,116.27,115.15,445,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7609",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-06-24,78047,39211,38836,NA,20,231.66,116.38,115.27,594,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7610",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-06-29,78089,39235,38854,NA,13,231.78,116.46,115.32,386,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7611",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-07-02,78125,39259,38866,NA,10,231.89,116.53,115.36,297,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7612",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-07-13,78233,39294,38939,NA,10,232.21,116.63,115.58,297,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7613",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-07-14,78281,39305,38976,48,15,232.35,116.66,115.69,445,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7614",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-07-15,78339,39310,39029,58,22,232.52,116.68,115.84,653,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7615",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-07-21,78381,39320,39061,NA,14,232.65,116.71,115.94,416,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7616",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-07-23,78399,39327,39072,NA,8,232.7,116.73,115.97,237,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7617",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-07-26,78406,39329,39077,NA,6,232.72,116.73,115.99,178,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7618",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-07-29,78440,39334,39106,NA,7,232.82,116.75,116.07,208,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7619",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-07-30,78459,39340,39119,19,9,232.88,116.77,116.11,267,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7620",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-08-05,78489,39346,39143,NA,7,232.97,116.78,116.18,208,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7621",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-08-07,78510,39360,39150,NA,7,233.03,116.83,116.2,208,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7622",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-08-10,78516,39360,39156,NA,5,233.05,116.83,116.22,148,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7623",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-08-11,78528,39366,39162,12,6,233.08,116.84,116.24,178,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7624",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-08-14,78540,39366,39174,NA,4,233.12,116.84,116.27,119,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7625",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-08-17,78570,39396,39174,NA,8,233.21,116.93,116.27,237,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7626",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-08-19,78607,39428,39179,NA,11,233.32,117.03,116.29,326,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7627",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-08-20,78667,39486,39181,60,19,233.5,117.2,116.3,564,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7628",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-08-21,78688,39493,39195,21,21,233.56,117.22,116.34,623,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7629",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-08-24,78718,39523,39195,NA,21,233.65,117.31,116.34,623,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7630",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-08-25,78749,39546,39203,31,23,233.74,117.38,116.36,683,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7631",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-08-26,78777,39572,39205,28,24,233.82,117.46,116.37,712,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7632",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-08-27,78812,39596,39216,35,21,233.93,117.53,116.4,623,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7633",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-08-28,78854,39629,39225,42,24,234.05,117.62,116.43,712,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7634",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-09-01,78889,39658,39231,NA,20,234.15,117.71,116.44,594,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7635",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-09-03,78961,39729,39232,NA,21,234.37,117.92,116.45,623,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7636",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-09-07,79015,39757,39258,NA,19,234.53,118,116.52,564,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7637",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-09-08,79027,39757,39270,12,20,234.56,118,116.56,594,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7638",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-09-09,79074,39772,39302,47,21,234.7,118.05,116.65,623,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7639",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-09-11,79118,39787,39331,NA,20,234.83,118.09,116.74,594,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7640",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-09-15,79190,39808,39382,NA,23,235.05,118.16,116.89,683,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7641",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-09-16,79233,39824,39409,43,23,235.18,118.2,116.97,683,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7642",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-09-17,79269,39837,39432,36,25,235.28,118.24,117.04,742,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7643",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-09-18,79305,39846,39459,36,27,235.39,118.27,117.12,801,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7644",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-09-21,79335,39872,39463,NA,23,235.48,118.35,117.13,683,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7645",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-09-22,79377,39884,39493,42,27,235.6,118.38,117.22,801,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7646",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-09-24,79472,39910,39562,NA,29,235.88,118.46,117.43,861,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7647",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-09-25,79502,39927,39575,30,28,235.97,118.51,117.46,831,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7648",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-09-28,79527,39938,39589,NA,27,236.05,118.54,117.51,801,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7649",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-09-29,79546,39950,39596,19,24,236.1,118.58,117.53,712,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7650",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-09-30,79569,39951,39613,23,21,236.17,118.58,117.58,623,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7651",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-10-01,79587,39952,39630,18,16,236.23,118.58,117.63,475,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7652",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-10-05,79599,39953,39641,NA,10,236.26,118.59,117.66,297,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7653",NA,NA,"Europe & Central Asia","Southern Europe","Gibraltar","GIB",2021-10-06,79653,39953,39653,54,15,236.42,118.59,117.7,445,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1446442089550696466",NA,NA,NA
"7654",52,10370743,"Europe & Central Asia","Southern Europe","Greece","GRC",2021-01-16,80391,80389,2,4979,5709,0.78,0.78,0,550,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.data.gov.gr/datasets/mdg_emvolio/",1,60.21,0
"7655",52,10370743,"Europe & Central Asia","Southern Europe","Greece","GRC",2021-01-18,85898,85475,423,NA,5122,0.83,0.82,0,494,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Ministry of Health","https://www.data.gov.gr/datasets/mdg_emvolio/",1,60.21,0
